Total Nacional;Distritos;Tipo de dato;Periodo;Total
Total Nacional;0301408 Alacant/Alicante distrito 08;Variación anual;2013;-2,2
Total Nacional;0301408 Alacant/Alicante distrito 08;Variación anual;2012;-2,5
Total Nacional;0301408 Alacant/Alicante distrito 08;Variación anual;2011;..
Total Nacional;0401301 Almería distrito 01;Índice;2022;106,726
Total Nacional;0401301 Almería distrito 01;Índice;2021;104,259
Total Nacional;0401301 Almería distrito 01;Índice;2020;..
Total Nacional;0401301 Almería distrito 01;Índice;2019;..
Total Nacional;0401301 Almería distrito 01;Índice;2018;..
Total Nacional;0401301 Almería distrito 01;Índice;2017;..
Total Nacional;0401301 Almería distrito 01;Índice;2016;..
Total Nacional;0401301 Almería distrito 01;Índice;2015;..
Total Nacional;0401301 Almería distrito 01;Índice;2014;..
Total Nacional;0401301 Almería distrito 01;Índice;2013;..
Total Nacional;0401301 Almería distrito 01;Índice;2012;..
Total Nacional;0401301 Almería distrito 01;Índice;2011;..
Total Nacional;0401301 Almería distrito 01;Variación anual;2022;2,4
Total Nacional;0401301 Almería distrito 01;Variación anual;2021;2,2
Total Nacional;0401301 Almería distrito 01;Variación anual;2020;..
Total Nacional;0401301 Almería distrito 01;Variación anual;2019;..
Total Nacional;0401301 Almería distrito 01;Variación anual;2018;..
Total Nacional;0401301 Almería distrito 01;Variación anual;2017;..
Total Nacional;0401301 Almería distrito 01;Variación anual;2016;..
Total Nacional;0401301 Almería distrito 01;Variación anual;2015;..
Total Nacional;0401301 Almería distrito 01;Variación anual;2014;..
Total Nacional;0401301 Almería distrito 01;Variación anual;2013;..
Total Nacional;0401301 Almería distrito 01;Variación anual;2012;..
Total Nacional;0401301 Almería distrito 01;Variación anual;2011;..
Total Nacional;0401302 Almería distrito 02;Índice;2022;114,079
Total Nacional;0401302 Almería distrito 02;Índice;2021;109,436
Total Nacional;0401302 Almería distrito 02;Índice;2020;107,315
Total Nacional;0401302 Almería distrito 02;Índice;2019;107,847
Total Nacional;0401302 Almería distrito 02;Índice;2018;105,328
Total Nacional;0401302 Almería distrito 02;Índice;2017;104,868
Total Nacional;0401302 Almería distrito 02;Índice;2016;102,992
Total Nacional;0401302 Almería distrito 02;Índice;2015;100
Total Nacional;0401302 Almería distrito 02;Índice;2014;100,778
Total Nacional;0401302 Almería distrito 02;Índice;2013;99,496
Total Nacional;0401302 Almería distrito 02;Índice;2012;102,298
Total Nacional;0401302 Almería distrito 02;Índice;2011;100,476
Total Nacional;0401302 Almería distrito 02;Variación anual;2022;4,2
Total Nacional;0401302 Almería distrito 02;Variación anual;2021;2
Total Nacional;0401302 Almería distrito 02;Variación anual;2020;-0,5
Total Nacional;0401302 Almería distrito 02;Variación anual;2019;2,4
Total Nacional;0401302 Almería distrito 02;Variación anual;2018;0,4
Total Nacional;0401302 Almería distrito 02;Variación anual;2017;1,8
Total Nacional;0401302 Almería distrito 02;Variación anual;2016;3
Total Nacional;0401302 Almería distrito 02;Variación anual;2015;-0,8
Total Nacional;0401302 Almería distrito 02;Variación anual;2014;1,3
Total Nacional;0401302 Almería distrito 02;Variación anual;2013;-2,7
Total Nacional;0401302 Almería distrito 02;Variación anual;2012;1,8
Total Nacional;0401302 Almería distrito 02;Variación anual;2011;..
Total Nacional;0401303 Almería distrito 03;Índice;2022;104,672
Total Nacional;0401303 Almería distrito 03;Índice;2021;104
Total Nacional;0401303 Almería distrito 03;Índice;2020;..
Total Nacional;0401303 Almería distrito 03;Índice;2019;..
Total Nacional;0401303 Almería distrito 03;Índice;2018;..
Total Nacional;0401303 Almería distrito 03;Índice;2017;..
Total Nacional;0401303 Almería distrito 03;Índice;2016;..
Total Nacional;0401303 Almería distrito 03;Índice;2015;..
Total Nacional;0401303 Almería distrito 03;Índice;2014;..
Total Nacional;0401303 Almería distrito 03;Índice;2013;..
Total Nacional;0401303 Almería distrito 03;Índice;2012;..
Total Nacional;0401303 Almería distrito 03;Índice;2011;..
Total Nacional;0401303 Almería distrito 03;Variación anual;2022;0,6
Total Nacional;0401303 Almería distrito 03;Variación anual;2021;2
Total Nacional;0401303 Almería distrito 03;Variación anual;2020;..
Total Nacional;0401303 Almería distrito 03;Variación anual;2019;..
Total Nacional;0401303 Almería distrito 03;Variación anual;2018;..
Total Nacional;0401303 Almería distrito 03;Variación anual;2017;..
Total Nacional;0401303 Almería distrito 03;Variación anual;2016;..
Total Nacional;0401303 Almería distrito 03;Variación anual;2015;..
Total Nacional;0401303 Almería distrito 03;Variación anual;2014;..
Total Nacional;0401303 Almería distrito 03;Variación anual;2013;..
Total Nacional;0401303 Almería distrito 03;Variación anual;2012;..
Total Nacional;0401303 Almería distrito 03;Variación anual;2011;..
Total Nacional;0401304 Almería distrito 04;Índice;2022;112,381
Total Nacional;0401304 Almería distrito 04;Índice;2021;109,049
Total Nacional;0401304 Almería distrito 04;Índice;2020;107,681
Total Nacional;0401304 Almería distrito 04;Índice;2019;105,453
Total Nacional;0401304 Almería distrito 04;Índice;2018;102,628
Total Nacional;0401304 Almería distrito 04;Índice;2017;101,274
Total Nacional;0401304 Almería distrito 04;Índice;2016;100,966
Total Nacional;0401304 Almería distrito 04;Índice;2015;100
Total Nacional;0401304 Almería distrito 04;Índice;2014;101,615
Total Nacional;0401304 Almería distrito 04;Índice;2013;105,029
Total Nacional;0401304 Almería distrito 04;Índice;2012;107,687
Total Nacional;0401304 Almería distrito 04;Índice;2011;104,737
Total Nacional;0401304 Almería distrito 04;Variación anual;2022;3,1
Total Nacional;0401304 Almería distrito 04;Variación anual;2021;1,3
Total Nacional;0401304 Almería distrito 04;Variación anual;2020;2,1
Total Nacional;0401304 Almería distrito 04;Variación anual;2019;2,8
Total Nacional;0401304 Almería distrito 04;Variación anual;2018;1,3
Total Nacional;0401304 Almería distrito 04;Variación anual;2017;0,3
Total Nacional;0401304 Almería distrito 04;Variación anual;2016;1
Total Nacional;0401304 Almería distrito 04;Variación anual;2015;-1,6
Total Nacional;0401304 Almería distrito 04;Variación anual;2014;-3,3
Total Nacional;0401304 Almería distrito 04;Variación anual;2013;-2,5
Total Nacional;0401304 Almería distrito 04;Variación anual;2012;2,8
Total Nacional;0401304 Almería distrito 04;Variación anual;2011;..
Total Nacional;0401305 Almería distrito 05;Índice;2022;111,297
Total Nacional;0401305 Almería distrito 05;Índice;2021;109,258
Total Nacional;0401305 Almería distrito 05;Índice;2020;105,317
Total Nacional;0401305 Almería distrito 05;Índice;2019;104,156
Total Nacional;0401305 Almería distrito 05;Índice;2018;101,476
Total Nacional;0401305 Almería distrito 05;Índice;2017;98,058
Total Nacional;0401305 Almería distrito 05;Índice;2016;100,422
Total Nacional;0401305 Almería distrito 05;Índice;2015;100
Total Nacional;0401305 Almería distrito 05;Índice;2014;100,148
Total Nacional;0401305 Almería distrito 05;Índice;2013;99,423
Total Nacional;0401305 Almería distrito 05;Índice;2012;104,082
Total Nacional;0401305 Almería distrito 05;Índice;2011;104,981
Total Nacional;0401305 Almería distrito 05;Variación anual;2022;1,9
Total Nacional;0401305 Almería distrito 05;Variación anual;2021;3,7
Total Nacional;0401305 Almería distrito 05;Variación anual;2020;1,1
Total Nacional;0401305 Almería distrito 05;Variación anual;2019;2,6
Total Nacional;0401305 Almería distrito 05;Variación anual;2018;3,5
Total Nacional;0401305 Almería distrito 05;Variación anual;2017;-2,4
Total Nacional;0401305 Almería distrito 05;Variación anual;2016;0,4
Total Nacional;0401305 Almería distrito 05;Variación anual;2015;-0,1
Total Nacional;0401305 Almería distrito 05;Variación anual;2014;0,7
Total Nacional;0401305 Almería distrito 05;Variación anual;2013;-4,5
Total Nacional;0401305 Almería distrito 05;Variación anual;2012;-0,9
Total Nacional;0401305 Almería distrito 05;Variación anual;2011;..
Total Nacional;0401306 Almería distrito 06;Índice;2022;116,858
Total Nacional;0401306 Almería distrito 06;Índice;2021;113,637
Total Nacional;0401306 Almería distrito 06;Índice;2020;111,619
Total Nacional;0401306 Almería distrito 06;Índice;2019;110,406
Total Nacional;0401306 Almería distrito 06;Índice;2018;106,351
Total Nacional;0401306 Almería distrito 06;Índice;2017;104,084
Total Nacional;0401306 Almería distrito 06;Índice;2016;102,113
Total Nacional;0401306 Almería distrito 06;Índice;2015;100
Total Nacional;0401306 Almería distrito 06;Índice;2014;100,096
Total Nacional;0401306 Almería distrito 06;Índice;2013;101,236
Total Nacional;0401306 Almería distrito 06;Índice;2012;105,186
Total Nacional;0401306 Almería distrito 06;Índice;2011;110,957
Total Nacional;0401306 Almería distrito 06;Variación anual;2022;2,8
Total Nacional;0401306 Almería distrito 06;Variación anual;2021;1,8
Total Nacional;0401306 Almería distrito 06;Variación anual;2020;1,1
Total Nacional;0401306 Almería distrito 06;Variación anual;2019;3,8
Total Nacional;0401306 Almería distrito 06;Variación anual;2018;2,2
Total Nacional;0401306 Almería distrito 06;Variación anual;2017;1,9
Total Nacional;0401306 Almería distrito 06;Variación anual;2016;2,1
Total Nacional;0401306 Almería distrito 06;Variación anual;2015;-0,1
Total Nacional;0401306 Almería distrito 06;Variación anual;2014;-1,1
Total Nacional;0401306 Almería distrito 06;Variación anual;2013;-3,8
Total Nacional;0401306 Almería distrito 06;Variación anual;2012;-5,2
Total Nacional;0401306 Almería distrito 06;Variación anual;2011;..
Total Nacional;0401307 Almería distrito 07;Índice;2022;113,621
Total Nacional;0401307 Almería distrito 07;Índice;2021;110,94
Total Nacional;0401307 Almería distrito 07;Índice;2020;108,756
Total Nacional;0401307 Almería distrito 07;Índice;2019;107,037
Total Nacional;0401307 Almería distrito 07;Índice;2018;104,128
Total Nacional;0401307 Almería distrito 07;Índice;2017;102,605
Total Nacional;0401307 Almería distrito 07;Índice;2016;101,499
Total Nacional;0401307 Almería distrito 07;Índice;2015;100
Total Nacional;0401307 Almería distrito 07;Índice;2014;100,208
Total Nacional;0401307 Almería distrito 07;Índice;2013;101,349
Total Nacional;0401307 Almería distrito 07;Índice;2012;104,736
Total Nacional;0401307 Almería distrito 07;Índice;2011;108,354
Total Nacional;0401307 Almería distrito 07;Variación anual;2022;2,4
Total Nacional;0401307 Almería distrito 07;Variación anual;2021;2
Total Nacional;0401307 Almería distrito 07;Variación anual;2020;1,6
Total Nacional;0401307 Almería distrito 07;Variación anual;2019;2,8
Total Nacional;0401307 Almería distrito 07;Variación anual;2018;1,5
Total Nacional;0401307 Almería distrito 07;Variación anual;2017;1,1
Total Nacional;0401307 Almería distrito 07;Variación anual;2016;1,5
Total Nacional;0401307 Almería distrito 07;Variación anual;2015;-0,2
Total Nacional;0401307 Almería distrito 07;Variación anual;2014;-1,1
Total Nacional;0401307 Almería distrito 07;Variación anual;2013;-3,2
Total Nacional;0401307 Almería distrito 07;Variación anual;2012;-3,3
Total Nacional;0401307 Almería distrito 07;Variación anual;2011;..
Total Nacional;0401308 Almería distrito 08;Índice;2022;116,048
Total Nacional;0401308 Almería distrito 08;Índice;2021;112,798
Total Nacional;0401308 Almería distrito 08;Índice;2020;110,439
Total Nacional;0401308 Almería distrito 08;Índice;2019;108,924
Total Nacional;0401308 Almería distrito 08;Índice;2018;105,686
Total Nacional;0401308 Almería distrito 08;Índice;2017;104,936
Total Nacional;0401308 Almería distrito 08;Índice;2016;103,011
Total Nacional;0401308 Almería distrito 08;Índice;2015;100
Total Nacional;0401308 Almería distrito 08;Índice;2014;104,216
Total Nacional;0401308 Almería distrito 08;Índice;2013;104,603
Total Nacional;0401308 Almería distrito 08;Índice;2012;110,568
Total Nacional;0401308 Almería distrito 08;Índice;2011;112,511
Total Nacional;0401308 Almería distrito 08;Variación anual;2022;2,9
Total Nacional;0401308 Almería distrito 08;Variación anual;2021;2,1
Total Nacional;0401308 Almería distrito 08;Variación anual;2020;1,4
Total Nacional;0401308 Almería distrito 08;Variación anual;2019;3,1
Total Nacional;0401308 Almería distrito 08;Variación anual;2018;0,7
Total Nacional;0401308 Almería distrito 08;Variación anual;2017;1,9
Total Nacional;0401308 Almería distrito 08;Variación anual;2016;3
Total Nacional;0401308 Almería distrito 08;Variación anual;2015;-4
Total Nacional;0401308 Almería distrito 08;Variación anual;2014;-0,4
Total Nacional;0401308 Almería distrito 08;Variación anual;2013;-5,4
Total Nacional;0401308 Almería distrito 08;Variación anual;2012;-1,7
Total Nacional;0401308 Almería distrito 08;Variación anual;2011;..
Total Nacional;0501901 Ávila distrito 01;Índice;2022;..
Total Nacional;0501901 Ávila distrito 01;Índice;2021;..
Total Nacional;0501901 Ávila distrito 01;Índice;2020;..
Total Nacional;0501901 Ávila distrito 01;Índice;2019;..
Total Nacional;0501901 Ávila distrito 01;Índice;2018;..
Total Nacional;0501901 Ávila distrito 01;Índice;2017;..
Total Nacional;0501901 Ávila distrito 01;Índice;2016;..
Total Nacional;0501901 Ávila distrito 01;Índice;2015;..
Total Nacional;0501901 Ávila distrito 01;Índice;2014;..
Total Nacional;0501901 Ávila distrito 01;Índice;2013;..
Total Nacional;0501901 Ávila distrito 01;Índice;2012;..
Total Nacional;0501901 Ávila distrito 01;Índice;2011;..
Total Nacional;0501901 Ávila distrito 01;Variación anual;2022;..
Total Nacional;0501901 Ávila distrito 01;Variación anual;2021;..
Total Nacional;0501901 Ávila distrito 01;Variación anual;2020;..
Total Nacional;0501901 Ávila distrito 01;Variación anual;2019;..
Total Nacional;0501901 Ávila distrito 01;Variación anual;2018;..
Total Nacional;0501901 Ávila distrito 01;Variación anual;2017;..
Total Nacional;0501901 Ávila distrito 01;Variación anual;2016;..
Total Nacional;0501901 Ávila distrito 01;Variación anual;2015;..
Total Nacional;0501901 Ávila distrito 01;Variación anual;2014;..
Total Nacional;0501901 Ávila distrito 01;Variación anual;2013;..
Total Nacional;0501901 Ávila distrito 01;Variación anual;2012;..
Total Nacional;0501901 Ávila distrito 01;Variación anual;2011;..
Total Nacional;0501902 Ávila distrito 02;Índice;2022;111,749
Total Nacional;0501902 Ávila distrito 02;Índice;2021;107,345
Total Nacional;0501902 Ávila distrito 02;Índice;2020;103,856
Total Nacional;0501902 Ávila distrito 02;Índice;2019;102,838
Total Nacional;0501902 Ávila distrito 02;Índice;2018;98,841
Total Nacional;0501902 Ávila distrito 02;Índice;2017;97,952
Total Nacional;0501902 Ávila distrito 02;Índice;2016;99,178
Total Nacional;0501902 Ávila distrito 02;Índice;2015;100
Total Nacional;0501902 Ávila distrito 02;Índice;2014;101,892
Total Nacional;0501902 Ávila distrito 02;Índice;2013;104,207
Total Nacional;0501902 Ávila distrito 02;Índice;2012;..
Total Nacional;0501902 Ávila distrito 02;Índice;2011;106,229
Total Nacional;0501902 Ávila distrito 02;Variación anual;2022;4,1
Total Nacional;0501902 Ávila distrito 02;Variación anual;2021;3,4
Total Nacional;0501902 Ávila distrito 02;Variación anual;2020;1
Total Nacional;0501902 Ávila distrito 02;Variación anual;2019;4
Total Nacional;0501902 Ávila distrito 02;Variación anual;2018;0,9
Total Nacional;0501902 Ávila distrito 02;Variación anual;2017;-1,2
Total Nacional;0501902 Ávila distrito 02;Variación anual;2016;-0,8
Total Nacional;0501902 Ávila distrito 02;Variación anual;2015;-1,9
Total Nacional;0501902 Ávila distrito 02;Variación anual;2014;-2,2
Total Nacional;0501902 Ávila distrito 02;Variación anual;2013;-1,7
Total Nacional;0501902 Ávila distrito 02;Variación anual;2012;..
Total Nacional;0501902 Ávila distrito 02;Variación anual;2011;..
Total Nacional;0501903 Ávila distrito 03;Índice;2022;..
Total Nacional;0501903 Ávila distrito 03;Índice;2021;..
Total Nacional;0501903 Ávila distrito 03;Índice;2020;..
Total Nacional;0501903 Ávila distrito 03;Índice;2019;..
Total Nacional;0501903 Ávila distrito 03;Índice;2018;..
