Total Nacional;Provincias;Tipo de edificación;Tipo de dato;Periodo;Total
Total Nacional;18 Granada;Vivienda colectiva;Índice;2017;102,811
Total Nacional;18 Granada;Vivienda colectiva;Índice;2016;101,587
Total Nacional;18 Granada;Vivienda colectiva;Índice;2015;100
Total Nacional;18 Granada;Vivienda colectiva;Índice;2014;100,312
Total Nacional;18 Granada;Vivienda colectiva;Índice;2013;101,698
Total Nacional;18 Granada;Vivienda colectiva;Índice;2012;104,19
Total Nacional;18 Granada;Vivienda colectiva;Índice;2011;106,127
Total Nacional;18 Granada;Vivienda colectiva;Variación anual;2022;3
Total Nacional;18 Granada;Vivienda colectiva;Variación anual;2021;2,9
Total Nacional;18 Granada;Vivienda colectiva;Variación anual;2020;0,5
Total Nacional;18 Granada;Vivienda colectiva;Variación anual;2019;3,6
Total Nacional;18 Granada;Vivienda colectiva;Variación anual;2018;2,3
Total Nacional;18 Granada;Vivienda colectiva;Variación anual;2017;1,2
Total Nacional;18 Granada;Vivienda colectiva;Variación anual;2016;1,6
Total Nacional;18 Granada;Vivienda colectiva;Variación anual;2015;-0,3
Total Nacional;18 Granada;Vivienda colectiva;Variación anual;2014;-1,4
Total Nacional;18 Granada;Vivienda colectiva;Variación anual;2013;-2,4
Total Nacional;18 Granada;Vivienda colectiva;Variación anual;2012;-1,8
Total Nacional;18 Granada;Vivienda colectiva;Variación anual;2011;..
Total Nacional;19 Guadalajara;Total;Índice;2022;117,814
Total Nacional;19 Guadalajara;Total;Índice;2021;114,673
Total Nacional;19 Guadalajara;Total;Índice;2020;111,974
Total Nacional;19 Guadalajara;Total;Índice;2019;109,901
Total Nacional;19 Guadalajara;Total;Índice;2018;105,697
Total Nacional;19 Guadalajara;Total;Índice;2017;103,37
Total Nacional;19 Guadalajara;Total;Índice;2016;101,472
Total Nacional;19 Guadalajara;Total;Índice;2015;100
Total Nacional;19 Guadalajara;Total;Índice;2014;100,467
Total Nacional;19 Guadalajara;Total;Índice;2013;102,679
Total Nacional;19 Guadalajara;Total;Índice;2012;107,836
Total Nacional;19 Guadalajara;Total;Índice;2011;111,507
Total Nacional;19 Guadalajara;Total;Variación anual;2022;2,7
Total Nacional;19 Guadalajara;Total;Variación anual;2021;2,4
Total Nacional;19 Guadalajara;Total;Variación anual;2020;1,9
Total Nacional;19 Guadalajara;Total;Variación anual;2019;4
Total Nacional;19 Guadalajara;Total;Variación anual;2018;2,3
Total Nacional;19 Guadalajara;Total;Variación anual;2017;1,9
Total Nacional;19 Guadalajara;Total;Variación anual;2016;1,5
Total Nacional;19 Guadalajara;Total;Variación anual;2015;-0,5
Total Nacional;19 Guadalajara;Total;Variación anual;2014;-2,2
Total Nacional;19 Guadalajara;Total;Variación anual;2013;-4,8
Total Nacional;19 Guadalajara;Total;Variación anual;2012;-3,3
Total Nacional;19 Guadalajara;Total;Variación anual;2011;..
Total Nacional;19 Guadalajara;Vivienda unifamiliar;Índice;2022;114,482
Total Nacional;19 Guadalajara;Vivienda unifamiliar;Índice;2021;111,939
Total Nacional;19 Guadalajara;Vivienda unifamiliar;Índice;2020;109,41
Total Nacional;19 Guadalajara;Vivienda unifamiliar;Índice;2019;108,202
Total Nacional;19 Guadalajara;Vivienda unifamiliar;Índice;2018;105,129
Total Nacional;19 Guadalajara;Vivienda unifamiliar;Índice;2017;103,306
Total Nacional;19 Guadalajara;Vivienda unifamiliar;Índice;2016;101,718
Total Nacional;19 Guadalajara;Vivienda unifamiliar;Índice;2015;100
Total Nacional;19 Guadalajara;Vivienda unifamiliar;Índice;2014;100,01
Total Nacional;19 Guadalajara;Vivienda unifamiliar;Índice;2013;100,533
Total Nacional;19 Guadalajara;Vivienda unifamiliar;Índice;2012;104,483
Total Nacional;19 Guadalajara;Vivienda unifamiliar;Índice;2011;105,739
Total Nacional;19 Guadalajara;Vivienda unifamiliar;Variación anual;2022;2,3
Total Nacional;19 Guadalajara;Vivienda unifamiliar;Variación anual;2021;2,3
Total Nacional;19 Guadalajara;Vivienda unifamiliar;Variación anual;2020;1,1
Total Nacional;19 Guadalajara;Vivienda unifamiliar;Variación anual;2019;2,9
Total Nacional;19 Guadalajara;Vivienda unifamiliar;Variación anual;2018;1,8
Total Nacional;19 Guadalajara;Vivienda unifamiliar;Variación anual;2017;1,6
Total Nacional;19 Guadalajara;Vivienda unifamiliar;Variación anual;2016;1,7
Total Nacional;19 Guadalajara;Vivienda unifamiliar;Variación anual;2015;0
Total Nacional;19 Guadalajara;Vivienda unifamiliar;Variación anual;2014;-0,5
Total Nacional;19 Guadalajara;Vivienda unifamiliar;Variación anual;2013;-3,8
Total Nacional;19 Guadalajara;Vivienda unifamiliar;Variación anual;2012;-1,2
Total Nacional;19 Guadalajara;Vivienda unifamiliar;Variación anual;2011;..
Total Nacional;19 Guadalajara;Vivienda colectiva;Índice;2022;118,908
Total Nacional;19 Guadalajara;Vivienda colectiva;Índice;2021;115,579
Total Nacional;19 Guadalajara;Vivienda colectiva;Índice;2020;112,824
Total Nacional;19 Guadalajara;Vivienda colectiva;Índice;2019;110,462
Total Nacional;19 Guadalajara;Vivienda colectiva;Índice;2018;105,889
Total Nacional;19 Guadalajara;Vivienda colectiva;Índice;2017;103,394
Total Nacional;19 Guadalajara;Vivienda colectiva;Índice;2016;101,392
Total Nacional;19 Guadalajara;Vivienda colectiva;Índice;2015;100
Total Nacional;19 Guadalajara;Vivienda colectiva;Índice;2014;100,611
Total Nacional;19 Guadalajara;Vivienda colectiva;Índice;2013;103,339
Total Nacional;19 Guadalajara;Vivienda colectiva;Índice;2012;108,831
Total Nacional;19 Guadalajara;Vivienda colectiva;Índice;2011;113,132
Total Nacional;19 Guadalajara;Vivienda colectiva;Variación anual;2022;2,9
Total Nacional;19 Guadalajara;Vivienda colectiva;Variación anual;2021;2,4
Total Nacional;19 Guadalajara;Vivienda colectiva;Variación anual;2020;2,1
Total Nacional;19 Guadalajara;Vivienda colectiva;Variación anual;2019;4,3
Total Nacional;19 Guadalajara;Vivienda colectiva;Variación anual;2018;2,4
Total Nacional;19 Guadalajara;Vivienda colectiva;Variación anual;2017;2
Total Nacional;19 Guadalajara;Vivienda colectiva;Variación anual;2016;1,4
Total Nacional;19 Guadalajara;Vivienda colectiva;Variación anual;2015;-0,6
Total Nacional;19 Guadalajara;Vivienda colectiva;Variación anual;2014;-2,6
Total Nacional;19 Guadalajara;Vivienda colectiva;Variación anual;2013;-5
Total Nacional;19 Guadalajara;Vivienda colectiva;Variación anual;2012;-3,8
Total Nacional;19 Guadalajara;Vivienda colectiva;Variación anual;2011;..
Total Nacional;21 Huelva;Total;Índice;2022;113,097
Total Nacional;21 Huelva;Total;Índice;2021;110,673
Total Nacional;21 Huelva;Total;Índice;2020;108,816
Total Nacional;21 Huelva;Total;Índice;2019;107,764
Total Nacional;21 Huelva;Total;Índice;2018;104,709
Total Nacional;21 Huelva;Total;Índice;2017;102,642
Total Nacional;21 Huelva;Total;Índice;2016;101,485
Total Nacional;21 Huelva;Total;Índice;2015;100
Total Nacional;21 Huelva;Total;Índice;2014;100,299
Total Nacional;21 Huelva;Total;Índice;2013;101,666
Total Nacional;21 Huelva;Total;Índice;2012;104,253
Total Nacional;21 Huelva;Total;Índice;2011;106,121
Total Nacional;21 Huelva;Total;Variación anual;2022;2,2
Total Nacional;21 Huelva;Total;Variación anual;2021;1,7
Total Nacional;21 Huelva;Total;Variación anual;2020;1
Total Nacional;21 Huelva;Total;Variación anual;2019;2,9
Total Nacional;21 Huelva;Total;Variación anual;2018;2
Total Nacional;21 Huelva;Total;Variación anual;2017;1,1
Total Nacional;21 Huelva;Total;Variación anual;2016;1,5
Total Nacional;21 Huelva;Total;Variación anual;2015;-0,3
Total Nacional;21 Huelva;Total;Variación anual;2014;-1,3
Total Nacional;21 Huelva;Total;Variación anual;2013;-2,5
Total Nacional;21 Huelva;Total;Variación anual;2012;-1,8
Total Nacional;21 Huelva;Total;Variación anual;2011;..
Total Nacional;21 Huelva;Vivienda unifamiliar;Índice;2022;109,752
Total Nacional;21 Huelva;Vivienda unifamiliar;Índice;2021;108,232
Total Nacional;21 Huelva;Vivienda unifamiliar;Índice;2020;106,852
Total Nacional;21 Huelva;Vivienda unifamiliar;Índice;2019;105,663
Total Nacional;21 Huelva;Vivienda unifamiliar;Índice;2018;104,288
Total Nacional;21 Huelva;Vivienda unifamiliar;Índice;2017;103,739
Total Nacional;21 Huelva;Vivienda unifamiliar;Índice;2016;101,544
Total Nacional;21 Huelva;Vivienda unifamiliar;Índice;2015;100
Total Nacional;21 Huelva;Vivienda unifamiliar;Índice;2014;99,588
Total Nacional;21 Huelva;Vivienda unifamiliar;Índice;2013;100,733
Total Nacional;21 Huelva;Vivienda unifamiliar;Índice;2012;103,544
Total Nacional;21 Huelva;Vivienda unifamiliar;Índice;2011;105,542
Total Nacional;21 Huelva;Vivienda unifamiliar;Variación anual;2022;1,4
Total Nacional;21 Huelva;Vivienda unifamiliar;Variación anual;2021;1,3
Total Nacional;21 Huelva;Vivienda unifamiliar;Variación anual;2020;1,1
Total Nacional;21 Huelva;Vivienda unifamiliar;Variación anual;2019;1,3
Total Nacional;21 Huelva;Vivienda unifamiliar;Variación anual;2018;0,5
Total Nacional;21 Huelva;Vivienda unifamiliar;Variación anual;2017;2,2
Total Nacional;21 Huelva;Vivienda unifamiliar;Variación anual;2016;1,5
Total Nacional;21 Huelva;Vivienda unifamiliar;Variación anual;2015;0,4
Total Nacional;21 Huelva;Vivienda unifamiliar;Variación anual;2014;-1,1
Total Nacional;21 Huelva;Vivienda unifamiliar;Variación anual;2013;-2,7
Total Nacional;21 Huelva;Vivienda unifamiliar;Variación anual;2012;-1,9
Total Nacional;21 Huelva;Vivienda unifamiliar;Variación anual;2011;..
Total Nacional;21 Huelva;Vivienda colectiva;Índice;2022;114,164
Total Nacional;21 Huelva;Vivienda colectiva;Índice;2021;111,448
Total Nacional;21 Huelva;Vivienda colectiva;Índice;2020;109,431
Total Nacional;21 Huelva;Vivienda colectiva;Índice;2019;108,424
Total Nacional;21 Huelva;Vivienda colectiva;Índice;2018;104,842
Total Nacional;21 Huelva;Vivienda colectiva;Índice;2017;102,297
Total Nacional;21 Huelva;Vivienda colectiva;Índice;2016;101,467
Total Nacional;21 Huelva;Vivienda colectiva;Índice;2015;100
Total Nacional;21 Huelva;Vivienda colectiva;Índice;2014;100,516
Total Nacional;21 Huelva;Vivienda colectiva;Índice;2013;101,945
Total Nacional;21 Huelva;Vivienda colectiva;Índice;2012;104,472
Total Nacional;21 Huelva;Vivienda colectiva;Índice;2011;106,306
Total Nacional;21 Huelva;Vivienda colectiva;Variación anual;2022;2,4
Total Nacional;21 Huelva;Vivienda colectiva;Variación anual;2021;1,8
Total Nacional;21 Huelva;Vivienda colectiva;Variación anual;2020;0,9
Total Nacional;21 Huelva;Vivienda colectiva;Variación anual;2019;3,4
Total Nacional;21 Huelva;Vivienda colectiva;Variación anual;2018;2,5
Total Nacional;21 Huelva;Vivienda colectiva;Variación anual;2017;0,8
Total Nacional;21 Huelva;Vivienda colectiva;Variación anual;2016;1,5
Total Nacional;21 Huelva;Vivienda colectiva;Variación anual;2015;-0,5
Total Nacional;21 Huelva;Vivienda colectiva;Variación anual;2014;-1,4
Total Nacional;21 Huelva;Vivienda colectiva;Variación anual;2013;-2,4
Total Nacional;21 Huelva;Vivienda colectiva;Variación anual;2012;-1,7
Total Nacional;21 Huelva;Vivienda colectiva;Variación anual;2011;..
Total Nacional;22 Huesca;Total;Índice;2022;114,415
Total Nacional;22 Huesca;Total;Índice;2021;111,337
Total Nacional;22 Huesca;Total;Índice;2020;108,913
Total Nacional;22 Huesca;Total;Índice;2019;107,192
Total Nacional;22 Huesca;Total;Índice;2018;104,103
Total Nacional;22 Huesca;Total;Índice;2017;102,165
Total Nacional;22 Huesca;Total;Índice;2016;100,809
Total Nacional;22 Huesca;Total;Índice;2015;100
Total Nacional;22 Huesca;Total;Índice;2014;100,068
Total Nacional;22 Huesca;Total;Índice;2013;101,506
Total Nacional;22 Huesca;Total;Índice;2012;103,559
Total Nacional;22 Huesca;Total;Índice;2011;105,867
Total Nacional;22 Huesca;Total;Variación anual;2022;2,8
Total Nacional;22 Huesca;Total;Variación anual;2021;2,2
Total Nacional;22 Huesca;Total;Variación anual;2020;1,6
Total Nacional;22 Huesca;Total;Variación anual;2019;3
Total Nacional;22 Huesca;Total;Variación anual;2018;1,9
Total Nacional;22 Huesca;Total;Variación anual;2017;1,3
Total Nacional;22 Huesca;Total;Variación anual;2016;0,8
Total Nacional;22 Huesca;Total;Variación anual;2015;-0,1
Total Nacional;22 Huesca;Total;Variación anual;2014;-1,4
Total Nacional;22 Huesca;Total;Variación anual;2013;-2
Total Nacional;22 Huesca;Total;Variación anual;2012;-2,2
Total Nacional;22 Huesca;Total;Variación anual;2011;..
Total Nacional;22 Huesca;Vivienda unifamiliar;Índice;2022;114,498
Total Nacional;22 Huesca;Vivienda unifamiliar;Índice;2021;112,037
Total Nacional;22 Huesca;Vivienda unifamiliar;Índice;2020;110,364
Total Nacional;22 Huesca;Vivienda unifamiliar;Índice;2019;107,965
Total Nacional;22 Huesca;Vivienda unifamiliar;Índice;2018;106,14
Total Nacional;22 Huesca;Vivienda unifamiliar;Índice;2017;104,135
Total Nacional;22 Huesca;Vivienda unifamiliar;Índice;2016;102,36
Total Nacional;22 Huesca;Vivienda unifamiliar;Índice;2015;100
Total Nacional;22 Huesca;Vivienda unifamiliar;Índice;2014;100,011
Total Nacional;22 Huesca;Vivienda unifamiliar;Índice;2013;102,561
Total Nacional;22 Huesca;Vivienda unifamiliar;Índice;2012;102,765
Total Nacional;22 Huesca;Vivienda unifamiliar;Índice;2011;105,797
Total Nacional;22 Huesca;Vivienda unifamiliar;Variación anual;2022;2,2
Total Nacional;22 Huesca;Vivienda unifamiliar;Variación anual;2021;1,5
Total Nacional;22 Huesca;Vivienda unifamiliar;Variación anual;2020;2,2
Total Nacional;22 Huesca;Vivienda unifamiliar;Variación anual;2019;1,7
Total Nacional;22 Huesca;Vivienda unifamiliar;Variación anual;2018;1,9
Total Nacional;22 Huesca;Vivienda unifamiliar;Variación anual;2017;1,7
Total Nacional;22 Huesca;Vivienda unifamiliar;Variación anual;2016;2,4
Total Nacional;22 Huesca;Vivienda unifamiliar;Variación anual;2015;0
Total Nacional;22 Huesca;Vivienda unifamiliar;Variación anual;2014;-2,5
Total Nacional;22 Huesca;Vivienda unifamiliar;Variación anual;2013;-0,2
Total Nacional;22 Huesca;Vivienda unifamiliar;Variación anual;2012;-2,9
Total Nacional;22 Huesca;Vivienda unifamiliar;Variación anual;2011;..
Total Nacional;22 Huesca;Vivienda colectiva;Índice;2022;114,447
Total Nacional;22 Huesca;Vivienda colectiva;Índice;2021;111,3
Total Nacional;22 Huesca;Vivienda colectiva;Índice;2020;108,789
Total Nacional;22 Huesca;Vivienda colectiva;Índice;2019;107,136
Total Nacional;22 Huesca;Vivienda colectiva;Índice;2018;103,922
Total Nacional;22 Huesca;Vivienda colectiva;Índice;2017;101,99
Total Nacional;22 Huesca;Vivienda colectiva;Índice;2016;100,672
Total Nacional;22 Huesca;Vivienda colectiva;Índice;2015;100
Total Nacional;22 Huesca;Vivienda colectiva;Índice;2014;100,073
Total Nacional;22 Huesca;Vivienda colectiva;Índice;2013;101,421
Total Nacional;22 Huesca;Vivienda colectiva;Índice;2012;103,614
Total Nacional;22 Huesca;Vivienda colectiva;Índice;2011;105,868
Total Nacional;22 Huesca;Vivienda colectiva;Variación anual;2022;2,8
Total Nacional;22 Huesca;Vivienda colectiva;Variación anual;2021;2,3
Total Nacional;22 Huesca;Vivienda colectiva;Variación anual;2020;1,5
Total Nacional;22 Huesca;Vivienda colectiva;Variación anual;2019;3,1
Total Nacional;22 Huesca;Vivienda colectiva;Variación anual;2018;1,9
Total Nacional;22 Huesca;Vivienda colectiva;Variación anual;2017;1,3
Total Nacional;22 Huesca;Vivienda colectiva;Variación anual;2016;0,7
Total Nacional;22 Huesca;Vivienda colectiva;Variación anual;2015;-0,1
Total Nacional;22 Huesca;Vivienda colectiva;Variación anual;2014;-1,3
Total Nacional;22 Huesca;Vivienda colectiva;Variación anual;2013;-2,1
Total Nacional;22 Huesca;Vivienda colectiva;Variación anual;2012;-2,1
Total Nacional;22 Huesca;Vivienda colectiva;Variación anual;2011;..
Total Nacional;23 Jaén;Total;Índice;2022;110,82
Total Nacional;23 Jaén;Total;Índice;2021;108,805
Total Nacional;23 Jaén;Total;Índice;2020;106,932
Total Nacional;23 Jaén;Total;Índice;2019;106,588
Total Nacional;23 Jaén;Total;Índice;2018;104,13
Total Nacional;23 Jaén;Total;Índice;2017;103,137
Total Nacional;23 Jaén;Total;Índice;2016;101,623
Total Nacional;23 Jaén;Total;Índice;2015;100
Total Nacional;23 Jaén;Total;Índice;2014;100,843
Total Nacional;23 Jaén;Total;Índice;2013;101,607
Total Nacional;23 Jaén;Total;Índice;2012;103,902
Total Nacional;23 Jaén;Total;Índice;2011;105,081
Total Nacional;23 Jaén;Total;Variación anual;2022;1,9
Total Nacional;23 Jaén;Total;Variación anual;2021;1,8
Total Nacional;23 Jaén;Total;Variación anual;2020;0,3
Total Nacional;23 Jaén;Total;Variación anual;2019;2,4
Total Nacional;23 Jaén;Total;Variación anual;2018;1
Total Nacional;23 Jaén;Total;Variación anual;2017;1,5
Total Nacional;23 Jaén;Total;Variación anual;2016;1,6
Total Nacional;23 Jaén;Total;Variación anual;2015;-0,8
Total Nacional;23 Jaén;Total;Variación anual;2014;-0,8
Total Nacional;23 Jaén;Total;Variación anual;2013;-2,2
Total Nacional;23 Jaén;Total;Variación anual;2012;-1,1
Total Nacional;23 Jaén;Total;Variación anual;2011;..
Total Nacional;23 Jaén;Vivienda unifamiliar;Índice;2022;110,203
Total Nacional;23 Jaén;Vivienda unifamiliar;Índice;2021;108,669
Total Nacional;23 Jaén;Vivienda unifamiliar;Índice;2020;105,389
Total Nacional;23 Jaén;Vivienda unifamiliar;Índice;2019;105,115
Total Nacional;23 Jaén;Vivienda unifamiliar;Índice;2018;104,109
Total Nacional;23 Jaén;Vivienda unifamiliar;Índice;2017;103,76
Total Nacional;23 Jaén;Vivienda unifamiliar;Índice;2016;100,781
Total Nacional;23 Jaén;Vivienda unifamiliar;Índice;2015;100
Total Nacional;23 Jaén;Vivienda unifamiliar;Índice;2014;100,875
Total Nacional;23 Jaén;Vivienda unifamiliar;Índice;2013;102,467
Total Nacional;23 Jaén;Vivienda unifamiliar;Índice;2012;103,21
Total Nacional;23 Jaén;Vivienda unifamiliar;Índice;2011;103,373
Total Nacional;23 Jaén;Vivienda unifamiliar;Variación anual;2022;1,4
Total Nacional;23 Jaén;Vivienda unifamiliar;Variación anual;2021;3,1
Total Nacional;23 Jaén;Vivienda unifamiliar;Variación anual;2020;0,3
Total Nacional;23 Jaén;Vivienda unifamiliar;Variación anual;2019;1
Total Nacional;23 Jaén;Vivienda unifamiliar;Variación anual;2018;0,3
Total Nacional;23 Jaén;Vivienda unifamiliar;Variación anual;2017;3
Total Nacional;23 Jaén;Vivienda unifamiliar;Variación anual;2016;0,8
Total Nacional;23 Jaén;Vivienda unifamiliar;Variación anual;2015;-0,9
Total Nacional;23 Jaén;Vivienda unifamiliar;Variación anual;2014;-1,6
Total Nacional;23 Jaén;Vivienda unifamiliar;Variación anual;2013;-0,7
Total Nacional;23 Jaén;Vivienda unifamiliar;Variación anual;2012;-0,2
