Edad simple;Provincias;Sexo;Periodo;Total
Todas las edades;15 Coruña, A;Total;1 de enero de 2016;1.123.015
Todas las edades;15 Coruña, A;Total;1 de octubre de 2015;""
Todas las edades;15 Coruña, A;Total;1 de julio de 2015;1.124.312
Todas las edades;15 Coruña, A;Total;1 de abril de 2015;""
Todas las edades;15 Coruña, A;Total;1 de enero de 2015;1.127.596
Todas las edades;15 Coruña, A;Total;1 de octubre de 2014;""
Todas las edades;15 Coruña, A;Total;1 de julio de 2014;1.129.256
Todas las edades;15 Coruña, A;Total;1 de abril de 2014;""
Todas las edades;15 Coruña, A;Total;1 de enero de 2014;1.132.596
Todas las edades;15 Coruña, A;Total;1 de octubre de 2013;""
Todas las edades;15 Coruña, A;Total;1 de julio de 2013;1.134.861
Todas las edades;15 Coruña, A;Total;1 de abril de 2013;""
Todas las edades;15 Coruña, A;Total;1 de enero de 2013;1.137.890
Todas las edades;15 Coruña, A;Total;1 de octubre de 2012;""
Todas las edades;15 Coruña, A;Total;1 de julio de 2012;1.139.108
Todas las edades;15 Coruña, A;Total;1 de abril de 2012;""
Todas las edades;15 Coruña, A;Total;1 de enero de 2012;1.141.178
Todas las edades;15 Coruña, A;Total;1 de octubre de 2011;""
Todas las edades;15 Coruña, A;Total;1 de julio de 2011;1.139.993
Todas las edades;15 Coruña, A;Total;1 de abril de 2011;""
Todas las edades;15 Coruña, A;Total;1 de enero de 2011;1.140.069
Todas las edades;15 Coruña, A;Total;1 de octubre de 2010;""
Todas las edades;15 Coruña, A;Total;1 de julio de 2010;1.138.880
Todas las edades;15 Coruña, A;Total;1 de abril de 2010;""
Todas las edades;15 Coruña, A;Total;1 de enero de 2010;1.138.107
Todas las edades;15 Coruña, A;Total;1 de octubre de 2009;""
Todas las edades;15 Coruña, A;Total;1 de julio de 2009;1.136.243
Todas las edades;15 Coruña, A;Total;1 de abril de 2009;""
Todas las edades;15 Coruña, A;Total;1 de enero de 2009;1.135.287
Todas las edades;15 Coruña, A;Total;1 de octubre de 2008;""
Todas las edades;15 Coruña, A;Total;1 de julio de 2008;1.131.381
Todas las edades;15 Coruña, A;Total;1 de abril de 2008;""
Todas las edades;15 Coruña, A;Total;1 de enero de 2008;1.128.599
Todas las edades;15 Coruña, A;Total;1 de octubre de 2007;""
Todas las edades;15 Coruña, A;Total;1 de julio de 2007;1.124.796
Todas las edades;15 Coruña, A;Total;1 de abril de 2007;""
Todas las edades;15 Coruña, A;Total;1 de enero de 2007;1.121.347
Todas las edades;15 Coruña, A;Total;1 de octubre de 2006;""
Todas las edades;15 Coruña, A;Total;1 de julio de 2006;1.117.387
Todas las edades;15 Coruña, A;Total;1 de abril de 2006;""
Todas las edades;15 Coruña, A;Total;1 de enero de 2006;1.115.415
Todas las edades;15 Coruña, A;Total;1 de octubre de 2005;""
Todas las edades;15 Coruña, A;Total;1 de julio de 2005;1.111.830
Todas las edades;15 Coruña, A;Total;1 de abril de 2005;""
Todas las edades;15 Coruña, A;Total;1 de enero de 2005;1.109.955
Todas las edades;16 Cuenca;Total;1 de enero de 2023;198.436
Todas las edades;16 Cuenca;Total;1 de octubre de 2022;197.737
Todas las edades;16 Cuenca;Total;1 de julio de 2022;197.219
Todas las edades;16 Cuenca;Total;1 de abril de 2022;196.710
Todas las edades;16 Cuenca;Total;1 de enero de 2022;196.640
Todas las edades;16 Cuenca;Total;1 de octubre de 2021;196.399
Todas las edades;16 Cuenca;Total;1 de julio de 2021;196.270
Todas las edades;16 Cuenca;Total;1 de abril de 2021;196.501
Todas las edades;16 Cuenca;Total;1 de enero de 2021;196.510
Todas las edades;16 Cuenca;Total;1 de octubre de 2020;""
Todas las edades;16 Cuenca;Total;1 de julio de 2020;196.272
Todas las edades;16 Cuenca;Total;1 de abril de 2020;""
Todas las edades;16 Cuenca;Total;1 de enero de 2020;197.537
Todas las edades;16 Cuenca;Total;1 de octubre de 2019;""
Todas las edades;16 Cuenca;Total;1 de julio de 2019;197.397
Todas las edades;16 Cuenca;Total;1 de abril de 2019;""
Todas las edades;16 Cuenca;Total;1 de enero de 2019;197.617
Todas las edades;16 Cuenca;Total;1 de octubre de 2018;""
Todas las edades;16 Cuenca;Total;1 de julio de 2018;198.075
Todas las edades;16 Cuenca;Total;1 de abril de 2018;""
Todas las edades;16 Cuenca;Total;1 de enero de 2018;198.922
Todas las edades;16 Cuenca;Total;1 de octubre de 2017;""
Todas las edades;16 Cuenca;Total;1 de julio de 2017;199.470
Todas las edades;16 Cuenca;Total;1 de abril de 2017;""
Todas las edades;16 Cuenca;Total;1 de enero de 2017;200.531
Todas las edades;16 Cuenca;Total;1 de octubre de 2016;""
Todas las edades;16 Cuenca;Total;1 de julio de 2016;201.528
Todas las edades;16 Cuenca;Total;1 de abril de 2016;""
Todas las edades;16 Cuenca;Total;1 de enero de 2016;202.864
Todas las edades;16 Cuenca;Total;1 de octubre de 2015;""
Todas las edades;16 Cuenca;Total;1 de julio de 2015;203.946
Todas las edades;16 Cuenca;Total;1 de abril de 2015;""
Todas las edades;16 Cuenca;Total;1 de enero de 2015;205.664
Todas las edades;16 Cuenca;Total;1 de octubre de 2014;""
Todas las edades;16 Cuenca;Total;1 de julio de 2014;206.685
Todas las edades;16 Cuenca;Total;1 de abril de 2014;""
Todas las edades;16 Cuenca;Total;1 de enero de 2014;208.031
Todas las edades;16 Cuenca;Total;1 de octubre de 2013;""
Todas las edades;16 Cuenca;Total;1 de julio de 2013;209.462
Todas las edades;16 Cuenca;Total;1 de abril de 2013;""
Todas las edades;16 Cuenca;Total;1 de enero de 2013;211.356
Todas las edades;16 Cuenca;Total;1 de octubre de 2012;""
Todas las edades;16 Cuenca;Total;1 de julio de 2012;212.731
Todas las edades;16 Cuenca;Total;1 de abril de 2012;""
Todas las edades;16 Cuenca;Total;1 de enero de 2012;214.752
Todas las edades;16 Cuenca;Total;1 de octubre de 2011;""
Todas las edades;16 Cuenca;Total;1 de julio de 2011;215.635
Todas las edades;16 Cuenca;Total;1 de abril de 2011;""
Todas las edades;16 Cuenca;Total;1 de enero de 2011;216.377
Todas las edades;16 Cuenca;Total;1 de octubre de 2010;""
Todas las edades;16 Cuenca;Total;1 de julio de 2010;216.227
Todas las edades;16 Cuenca;Total;1 de abril de 2010;""
Todas las edades;16 Cuenca;Total;1 de enero de 2010;216.609
Todas las edades;16 Cuenca;Total;1 de octubre de 2009;""
Todas las edades;16 Cuenca;Total;1 de julio de 2009;216.447
Todas las edades;16 Cuenca;Total;1 de abril de 2009;""
Todas las edades;16 Cuenca;Total;1 de enero de 2009;216.435
Todas las edades;16 Cuenca;Total;1 de octubre de 2008;""
Todas las edades;16 Cuenca;Total;1 de julio de 2008;215.493
Todas las edades;16 Cuenca;Total;1 de abril de 2008;""
Todas las edades;16 Cuenca;Total;1 de enero de 2008;214.903
Todas las edades;16 Cuenca;Total;1 de octubre de 2007;""
Todas las edades;16 Cuenca;Total;1 de julio de 2007;213.153
Todas las edades;16 Cuenca;Total;1 de abril de 2007;""
Todas las edades;16 Cuenca;Total;1 de enero de 2007;211.114
Todas las edades;16 Cuenca;Total;1 de octubre de 2006;""
Todas las edades;16 Cuenca;Total;1 de julio de 2006;209.173
Todas las edades;16 Cuenca;Total;1 de abril de 2006;""
Todas las edades;16 Cuenca;Total;1 de enero de 2006;208.120
Todas las edades;16 Cuenca;Total;1 de octubre de 2005;""
Todas las edades;16 Cuenca;Total;1 de julio de 2005;206.954
Todas las edades;16 Cuenca;Total;1 de abril de 2005;""
Todas las edades;16 Cuenca;Total;1 de enero de 2005;205.786
Todas las edades;20 Gipuzkoa;Total;1 de enero de 2023;726.712
Todas las edades;20 Gipuzkoa;Total;1 de octubre de 2022;725.455
Todas las edades;20 Gipuzkoa;Total;1 de julio de 2022;724.251
Todas las edades;20 Gipuzkoa;Total;1 de abril de 2022;723.398
Todas las edades;20 Gipuzkoa;Total;1 de enero de 2022;723.241
Todas las edades;20 Gipuzkoa;Total;1 de octubre de 2021;723.091
Todas las edades;20 Gipuzkoa;Total;1 de julio de 2021;722.730
Todas las edades;20 Gipuzkoa;Total;1 de abril de 2021;723.970
Todas las edades;20 Gipuzkoa;Total;1 de enero de 2021;725.508
Todas las edades;20 Gipuzkoa;Total;1 de octubre de 2020;""
Todas las edades;20 Gipuzkoa;Total;1 de julio de 2020;725.406
Todas las edades;20 Gipuzkoa;Total;1 de abril de 2020;""
Todas las edades;20 Gipuzkoa;Total;1 de enero de 2020;724.347
Todas las edades;20 Gipuzkoa;Total;1 de octubre de 2019;""
Todas las edades;20 Gipuzkoa;Total;1 de julio de 2019;721.669
Todas las edades;20 Gipuzkoa;Total;1 de abril de 2019;""
Todas las edades;20 Gipuzkoa;Total;1 de enero de 2019;719.613
Todas las edades;20 Gipuzkoa;Total;1 de octubre de 2018;""
Todas las edades;20 Gipuzkoa;Total;1 de julio de 2018;716.858
Todas las edades;20 Gipuzkoa;Total;1 de abril de 2018;""
Todas las edades;20 Gipuzkoa;Total;1 de enero de 2018;715.749
Todas las edades;20 Gipuzkoa;Total;1 de octubre de 2017;""
Todas las edades;20 Gipuzkoa;Total;1 de julio de 2017;713.683
Todas las edades;20 Gipuzkoa;Total;1 de abril de 2017;""
Todas las edades;20 Gipuzkoa;Total;1 de enero de 2017;713.130
Todas las edades;20 Gipuzkoa;Total;1 de octubre de 2016;""
Todas las edades;20 Gipuzkoa;Total;1 de julio de 2016;712.057
Todas las edades;20 Gipuzkoa;Total;1 de abril de 2016;""
Todas las edades;20 Gipuzkoa;Total;1 de enero de 2016;711.261
Todas las edades;20 Gipuzkoa;Total;1 de octubre de 2015;""
Todas las edades;20 Gipuzkoa;Total;1 de julio de 2015;709.953
Todas las edades;20 Gipuzkoa;Total;1 de abril de 2015;""
Todas las edades;20 Gipuzkoa;Total;1 de enero de 2015;709.766
Todas las edades;20 Gipuzkoa;Total;1 de octubre de 2014;""
Todas las edades;20 Gipuzkoa;Total;1 de julio de 2014;709.065
Todas las edades;20 Gipuzkoa;Total;1 de abril de 2014;""
Todas las edades;20 Gipuzkoa;Total;1 de enero de 2014;708.675
Todas las edades;20 Gipuzkoa;Total;1 de octubre de 2013;""
Todas las edades;20 Gipuzkoa;Total;1 de julio de 2013;708.328
Todas las edades;20 Gipuzkoa;Total;1 de abril de 2013;""
Todas las edades;20 Gipuzkoa;Total;1 de enero de 2013;709.043
Todas las edades;20 Gipuzkoa;Total;1 de octubre de 2012;""
Todas las edades;20 Gipuzkoa;Total;1 de julio de 2012;708.251
Todas las edades;20 Gipuzkoa;Total;1 de abril de 2012;""
Todas las edades;20 Gipuzkoa;Total;1 de enero de 2012;708.421
Todas las edades;20 Gipuzkoa;Total;1 de octubre de 2011;""
Todas las edades;20 Gipuzkoa;Total;1 de julio de 2011;707.572
Todas las edades;20 Gipuzkoa;Total;1 de abril de 2011;""
Todas las edades;20 Gipuzkoa;Total;1 de enero de 2011;707.258
Todas las edades;20 Gipuzkoa;Total;1 de octubre de 2010;""
Todas las edades;20 Gipuzkoa;Total;1 de julio de 2010;706.424
Todas las edades;20 Gipuzkoa;Total;1 de abril de 2010;""
Todas las edades;20 Gipuzkoa;Total;1 de enero de 2010;705.977
Todas las edades;20 Gipuzkoa;Total;1 de octubre de 2009;""
Todas las edades;20 Gipuzkoa;Total;1 de julio de 2009;704.971
Todas las edades;20 Gipuzkoa;Total;1 de abril de 2009;""
Todas las edades;20 Gipuzkoa;Total;1 de enero de 2009;704.173
Todas las edades;20 Gipuzkoa;Total;1 de octubre de 2008;""
Todas las edades;20 Gipuzkoa;Total;1 de julio de 2008;701.694
Todas las edades;20 Gipuzkoa;Total;1 de abril de 2008;""
Todas las edades;20 Gipuzkoa;Total;1 de enero de 2008;699.398
Todas las edades;20 Gipuzkoa;Total;1 de octubre de 2007;""
Todas las edades;20 Gipuzkoa;Total;1 de julio de 2007;696.153
Todas las edades;20 Gipuzkoa;Total;1 de abril de 2007;""
Todas las edades;20 Gipuzkoa;Total;1 de enero de 2007;693.439
Todas las edades;20 Gipuzkoa;Total;1 de octubre de 2006;""
Todas las edades;20 Gipuzkoa;Total;1 de julio de 2006;690.402
Todas las edades;20 Gipuzkoa;Total;1 de abril de 2006;""
Todas las edades;20 Gipuzkoa;Total;1 de enero de 2006;688.423
Todas las edades;20 Gipuzkoa;Total;1 de octubre de 2005;""
Todas las edades;20 Gipuzkoa;Total;1 de julio de 2005;686.091
Todas las edades;20 Gipuzkoa;Total;1 de abril de 2005;""
Todas las edades;20 Gipuzkoa;Total;1 de enero de 2005;684.269
Todas las edades;17 Girona;Total;1 de enero de 2023;808.672
Todas las edades;17 Girona;Total;1 de octubre de 2022;804.926
Todas las edades;17 Girona;Total;1 de julio de 2022;799.546
Todas las edades;17 Girona;Total;1 de abril de 2022;795.276
Todas las edades;17 Girona;Total;1 de enero de 2022;790.432
Todas las edades;17 Girona;Total;1 de octubre de 2021;788.604
Todas las edades;17 Girona;Total;1 de julio de 2021;785.280
Todas las edades;17 Girona;Total;1 de abril de 2021;785.258
Todas las edades;17 Girona;Total;1 de enero de 2021;784.941
Todas las edades;17 Girona;Total;1 de octubre de 2020;""
Todas las edades;17 Girona;Total;1 de julio de 2020;779.921
Todas las edades;17 Girona;Total;1 de abril de 2020;""
Todas las edades;17 Girona;Total;1 de enero de 2020;776.698
Todas las edades;17 Girona;Total;1 de octubre de 2019;""
Todas las edades;17 Girona;Total;1 de julio de 2019;770.154
Todas las edades;17 Girona;Total;1 de abril de 2019;""
Todas las edades;17 Girona;Total;1 de enero de 2019;765.476
Todas las edades;17 Girona;Total;1 de octubre de 2018;""
Todas las edades;17 Girona;Total;1 de julio de 2018;760.078
Todas las edades;17 Girona;Total;1 de abril de 2018;""
Todas las edades;17 Girona;Total;1 de enero de 2018;756.522
Todas las edades;17 Girona;Total;1 de octubre de 2017;""
Todas las edades;17 Girona;Total;1 de julio de 2017;753.350
Todas las edades;17 Girona;Total;1 de abril de 2017;""
Todas las edades;17 Girona;Total;1 de enero de 2017;750.468
Todas las edades;17 Girona;Total;1 de octubre de 2016;""
Todas las edades;17 Girona;Total;1 de julio de 2016;747.321
Todas las edades;17 Girona;Total;1 de abril de 2016;""
Todas las edades;17 Girona;Total;1 de enero de 2016;745.797
Todas las edades;17 Girona;Total;1 de octubre de 2015;""
Todas las edades;17 Girona;Total;1 de julio de 2015;743.973
Todas las edades;17 Girona;Total;1 de abril de 2015;""
Todas las edades;17 Girona;Total;1 de enero de 2015;743.431
Todas las edades;17 Girona;Total;1 de octubre de 2014;""
Todas las edades;17 Girona;Total;1 de julio de 2014;743.552
Todas las edades;17 Girona;Total;1 de abril de 2014;""
Todas las edades;17 Girona;Total;1 de enero de 2014;745.189
Todas las edades;17 Girona;Total;1 de octubre de 2013;""
Todas las edades;17 Girona;Total;1 de julio de 2013;747.563
Todas las edades;17 Girona;Total;1 de abril de 2013;""
Todas las edades;17 Girona;Total;1 de enero de 2013;750.022
Todas las edades;17 Girona;Total;1 de octubre de 2012;""
Todas las edades;17 Girona;Total;1 de julio de 2012;750.494
Todas las edades;17 Girona;Total;1 de abril de 2012;""
Todas las edades;17 Girona;Total;1 de enero de 2012;751.599
Todas las edades;17 Girona;Total;1 de octubre de 2011;""
Todas las edades;17 Girona;Total;1 de julio de 2011;749.496
Todas las edades;17 Girona;Total;1 de abril de 2011;""
Todas las edades;17 Girona;Total;1 de enero de 2011;747.036
Todas las edades;17 Girona;Total;1 de octubre de 2010;""
Todas las edades;17 Girona;Total;1 de julio de 2010;744.267
Todas las edades;17 Girona;Total;1 de abril de 2010;""
Todas las edades;17 Girona;Total;1 de enero de 2010;741.841
Todas las edades;17 Girona;Total;1 de octubre de 2009;""
Todas las edades;17 Girona;Total;1 de julio de 2009;739.368
Todas las edades;17 Girona;Total;1 de abril de 2009;""
Todas las edades;17 Girona;Total;1 de enero de 2009;735.856
Todas las edades;17 Girona;Total;1 de octubre de 2008;""
Todas las edades;17 Girona;Total;1 de julio de 2008;729.156
Todas las edades;17 Girona;Total;1 de abril de 2008;""
Todas las edades;17 Girona;Total;1 de enero de 2008;719.747
Todas las edades;17 Girona;Total;1 de octubre de 2007;""
Todas las edades;17 Girona;Total;1 de julio de 2007;707.568
Todas las edades;17 Girona;Total;1 de abril de 2007;""
Todas las edades;17 Girona;Total;1 de enero de 2007;694.222
Todas las edades;17 Girona;Total;1 de octubre de 2006;""
Todas las edades;17 Girona;Total;1 de julio de 2006;681.316
Todas las edades;17 Girona;Total;1 de abril de 2006;""
Todas las edades;17 Girona;Total;1 de enero de 2006;668.911
Todas las edades;17 Girona;Total;1 de octubre de 2005;""
Todas las edades;17 Girona;Total;1 de julio de 2005;658.351
Todas las edades;17 Girona;Total;1 de abril de 2005;""
Todas las edades;17 Girona;Total;1 de enero de 2005;645.160
Todas las edades;18 Granada;Total;1 de enero de 2023;934.072
Todas las edades;18 Granada;Total;1 de octubre de 2022;930.898
Todas las edades;18 Granada;Total;1 de julio de 2022;928.788
Todas las edades;18 Granada;Total;1 de abril de 2022;927.176
Todas las edades;18 Granada;Total;1 de enero de 2022;926.019
Todas las edades;18 Granada;Total;1 de octubre de 2021;925.190
Todas las edades;18 Granada;Total;1 de julio de 2021;924.414
Todas las edades;18 Granada;Total;1 de abril de 2021;924.564
Todas las edades;18 Granada;Total;1 de enero de 2021;925.046
Todas las edades;18 Granada;Total;1 de octubre de 2020;""
Todas las edades;18 Granada;Total;1 de julio de 2020;922.462
Todas las edades;18 Granada;Total;1 de abril de 2020;""
Todas las edades;18 Granada;Total;1 de enero de 2020;921.966
Todas las edades;18 Granada;Total;1 de octubre de 2019;""
Todas las edades;18 Granada;Total;1 de julio de 2019;918.655
Todas las edades;18 Granada;Total;1 de abril de 2019;""
Todas las edades;18 Granada;Total;1 de enero de 2019;916.879
Todas las edades;18 Granada;Total;1 de octubre de 2018;""
Todas las edades;18 Granada;Total;1 de julio de 2018;915.307
Todas las edades;18 Granada;Total;1 de abril de 2018;""
Todas las edades;18 Granada;Total;1 de enero de 2018;915.140
Todas las edades;18 Granada;Total;1 de octubre de 2017;""
Todas las edades;18 Granada;Total;1 de julio de 2017;914.161
Todas las edades;18 Granada;Total;1 de abril de 2017;""
Todas las edades;18 Granada;Total;1 de enero de 2017;914.780
Todas las edades;18 Granada;Total;1 de octubre de 2016;""
Todas las edades;18 Granada;Total;1 de julio de 2016;914.784
Todas las edades;18 Granada;Total;1 de abril de 2016;""
Todas las edades;18 Granada;Total;1 de enero de 2016;915.706
Todas las edades;18 Granada;Total;1 de octubre de 2015;""
Todas las edades;18 Granada;Total;1 de julio de 2015;915.995
Todas las edades;18 Granada;Total;1 de abril de 2015;""
Todas las edades;18 Granada;Total;1 de enero de 2015;917.546
Todas las edades;18 Granada;Total;1 de octubre de 2014;""
Todas las edades;18 Granada;Total;1 de julio de 2014;917.831
Todas las edades;18 Granada;Total;1 de abril de 2014;""
Todas las edades;18 Granada;Total;1 de enero de 2014;919.381
Todas las edades;18 Granada;Total;1 de octubre de 2013;""
Todas las edades;18 Granada;Total;1 de julio de 2013;920.119
Todas las edades;18 Granada;Total;1 de abril de 2013;""
